year,country,iso3,description,source_org,destination_org,destination_org_type,amountUSD,data_source
2023,"Congo, Democratic Republic of",COD,"Renforcement de la protection communautaire dans les zones affectées par le déplacement au Nord–Kivu_Renforcement de la
protection communautaire dans les zones affectées par le déplacement au Sud Kivu",UNHCR,AVSI Foundation,NGO: International,668507,UNHCR partner info
2023,Ecuador,ECU,ACTIVADOS. Proyecto de integración de población en movilidad en comunidades de acogida,UNHCR,AVSI Foundation,NGO: International,549550,UNHCR partner info
2023,Ecuador,ECU,Asegurar a la población de interés el acceso a viviendas y mejoras de espacios comunitarios,UNHCR,AVSI Foundation,NGO: International,211317,UNHCR partner info
2023,Mozambique,MOZ,Multi sector assistance to IDPs in Cabo Delgado (CCCM/Shelter/Livelihoods/Protection),UNHCR,AVSI Foundation,NGO: International,1597397,UNHCR partner info
2023,Bosnia and Herzegovina,BIH,Psychosocial support and individual protection assist. to recognized refugees and AS in BIH,UNHCR,"B&H Women's Initiative, BSN",NGOs: National,556932,UNHCR partner info
2023,India,IND,"Comprehensive assistance to urban refugees in Jammu, Telangana, and essential support in CHN & Blore",UNHCR,BAL RAKSHA BHARAT,NGOs: National,800784,UNHCR partner info
2023,Pakistan,PAK,"Education, Livelihood and Advocacy through ICRMS and NIC for Refugees in Balochistan",UNHCR,"Balochistan University of Information Technology, Engineering and Management Sci",Other: National,379613,UNHCR partner info
2023,Bangladesh,BGD,Assistance to Rohingya from Northern Rakhine State,UNHCR,BANGLADESH RED CRESCENT SOCIETY,Red Cross: National,2726260,UNHCR partner info
2023,Syria,SYR,Multi- Sectorial Protection Response for POC in Sweida and Quneitra,UNHCR,Bara'em Association for Children Care,NGOs: National,487487,UNHCR partner info
2023,Poland,POL,"Supporting social-economic integration of UA refugees via MHPSS support and professional workshops_Strengthening self-reliance
through the design and promotion of refugee handicrafts_Supporting econ.inclusion of UA refugee women via the production and
commercialization of handicraft",UNHCR,Barka Foundation for Mutual Help,NGOs: National,14936,UNHCR partner info
2023,Kazakhstan,KAZ,Social and legal assistance to Afghan citizens temporarily residing in Uzbekistan,UNHCR,BARQAROR HAYOT international social educational center,NGOs: National,33960,UNHCR partner info
2023,Belarus,BLR,Protection assistance to persons of concern to UNHCR in Belarus,UNHCR,BELARUSIAN MOVEMENT OF MEDICAL WORKERS,NGOs: National,221125,UNHCR partner info
2023,Serbia,SRB,Support to Refugees and Asylum Seekers in Serbia,UNHCR,BELGRADE CENTRE FOR HUMAN RIGHTS,NGOs: National,374167,UNHCR partner info
2023,Nigeria,NGA,"Coordination, Security, Peaceful Co-existence, and Monitoring in Benue State.",UNHCR,Benue State Emergency Management Agency,Governments: Local/National,105843,UNHCR partner info
2023,Colombia,COL,"Protección integral de la niñez, adolescencia y la juventud en Arauca y Santanderes",UNHCR,Bethany Christian Services Global,NGO: International,76401,UNHCR partner info
2023,Cameroon,CMR,Strengthening Community Response against Gender-Based-Violence (GBV) in the Northwest Region,UNHCR,Bihndumlem Humanitarian Association Of Peace And Hope,NGOs: National,108711,UNHCR partner info
2023,Panama,PAN,Strengthening of Child Protective Services in Guyana Hinterland Areas,UNHCR,Blossom Incorporated,NGOs: National,151393,UNHCR partner info
2023,Jordan,JOR,Uplift Community Engagement and Participation of Refugees in Jordan,UNHCR,"Blumont International, Inc.",NGO: International,2199271,UNHCR partner info
2023,Ethiopia,ETH,Support to co-existence project for host community and refugees in BOKOLMANYO,UNHCR,"Bokolmanyo Woreda Administration, Somali Regional State",Governments: Local/National,56450,UNHCR partner info
2023,Nigeria,NGA,"Prevention, risk mitigation and multi-sectoral response to Gender Based Violence (GBV)",UNHCR,Borno Women Development Initative,NGOs: National,78594,UNHCR partner info
2023,Nigeria,NGA,"Prevention, risk mitigation and multi-sectoral response to Gender Based Violence (GBV)",UNHCR,Borno Women Development Initative,NGOs: National,472625,UNHCR partner info
2023,India,IND,Comprehensive protection and assistance to urban refugees in Delhi/NCR,UNHCR,BOSCO ORGANISATION FOR SOCIAL CONCERN AND OPERATION (BOSCO),NGOs: National,1387218,UNHCR partner info
2023,India,IND,DAFI Scholarship Programme - Tertiary Education for Refugees in India,UNHCR,BOSCO ORGANISATION FOR SOCIAL CONCERN AND OPERATION (BOSCO),NGOs: National,88578,UNHCR partner info
2023,Bangladesh,BGD,"Multi-Sectoral Emergency Assistance for Rohingya Refugees in Cox's Bazar and Bhasan Char, Bangladesh",UNHCR,BRAC BANGLADESH,NGOs: National,14930779,UNHCR partner info
2023,Myanmar,MMR,Capacity Building and Research on Anti-discrimination and Legal Identity,UNHCR,BRAVEHEART Foundation,NGOs: National,125191,UNHCR partner info
2023,Myanmar,MMR,Support to the imp. of tripartite MOU through QIPs and management of technical workshop in RS(N),UNHCR,BRIDGE ASIA-JAPAN,NGO: International,55312,UNHCR partner info
2023,Myanmar,MMR,Support to the imp.of tripartite MOU through QIPs and management of technical workshop in RS(N),UNHCR,BRIDGE ASIA-JAPAN,NGO: International,466783,UNHCR partner info
2023,Hungary,HUN,"Humanitarian assistance, social counselling, educational and mentoring activities in Hungary",UNHCR,Budapest-Jozsefvarosi Evangelikus Egyhazkozseg,NGOs: National,265644,UNHCR partner info
2023,Ethiopia,ETH,"Access to counselling, legal aid and resolution mechanisms",UNHCR,Bule Hora University,Other: National,19912,UNHCR partner info
2023,Bulgaria,BGR,Advocacy for refugee integration in Bulgaria,UNHCR,BULGARIAN COUNCIL FOR REFUGEES AND MIGRANTS,NGOs: National,165614,UNHCR partner info
2023,Bulgaria,BGR,"Border, detention & RSD monitoring, advocacy & strategic litigation for A/S & BIPs in Bulgaria",UNHCR,BULGARIAN HELSINKI COMMITTEE,NGOs: National,840785,UNHCR partner info
2023,Bulgaria,BGR,"Improving Reception and Integration conditions for asylum seekers, refugees and TP holders",UNHCR,BULGARIAN RED CROSS,Red Cross: National,1689341,UNHCR partner info
2023,Uganda,UGA,"Provision of Coordination, supervision, monitoring and oversight services in Bundibugyo DLG",UNHCR,Bundibugyo District Local Government,Governments: Local/National,22033,UNHCR partner info
2023,Switzerland,CHE,Career Desk,UNHCR,Bundner Verein fur Integration,NGOs: National,3352,UNHCR partner info
2023,Ethiopia,ETH,Crop production in Gambella,UNHCR,Bureau of Agriculture and Natural Resource Development,Governments: Local/National,38062,UNHCR partner info
2023,Costa Rica,CRI,"Apoyo de Seguro de Salud a 6,000 hogares",UNHCR,Caja Costarricense de Seguro Social,Governments: Local/National,2126489,UNHCR partner info
2023,Global,Global,Deployment of CANADEM personnel in support of UNHCR's emergency response,UNHCR,CANADEM,NGO: International,365565,UNHCR partner info
2023,Uganda,UGA,"Management of Collection Points and Transit Centers for newly arriving refugees, including CRI distr",UNHCR,Care And Assistance For Forced Migrants,NGOs: National,443063,UNHCR partner info
2023,Egypt,EGY,GBV Prevention and Response,UNHCR,CARE Egypt Foundation,NGOs: National,646821,UNHCR partner info
2023,Sudan,SDN,Provision of a Comprehensive WASH Package to Refugees and Asylum Seekers in Gedaref State,UNHCR,CARE INTERNATIONAL SWITZERLAND,NGO: International,1844950,UNHCR partner info
2023,South Sudan,SSD,Health Project for Refugees and Host Communities,UNHCR,CARE SOUTH SUDAN,NGO: International,373822,UNHCR partner info
2023,Panama,PAN,Legal Assistance Acitvities in Trinidad and Tobago,UNHCR,Caribbean Centre for Human Rights,NGOs: National,63847,UNHCR partner info
2023,Albania,ALB,Border Monitoring and Provision of Information and Support to Asylum-Seekers Arriving in Albania,UNHCR,CARITAS ALBANIA,NGOs: National,345758,UNHCR partner info
2023,Brazil,BRA,Multi-sectoral Assistance to people we serve in Manaus,UNHCR,CARITAS ARQUIDIOCESANA DE MANAUS,NGOs: Local,101946,UNHCR partner info
2023,Brazil,BRA,Multisectoral Humanitarian Assistance,UNHCR,"CARITAS ARQUIDIOCESANA DE RIO DE JANEIRO, BRAZIL",NGOs: Local,205368,UNHCR partner info
2023,Brazil,BRA,Multisectoral assistance and local integration of PoC,UNHCR,"CARITAS ARQUIDIOCESANA DE SAO PAULO, BRAZIL",NGOs: Local,261446,UNHCR partner info
2023,Peru,PER,Protección e integración de refugiados y migrantes en las regiones de Cusco y Madre de Dios,UNHCR,Caritas Arquidiocesana del Cusco,NGOs: Local,284039,UNHCR partner info
2023,Uganda,UGA,Increase Food Security and Incomes through Block Farming in Bidibidi Refug Settl and Host Community,UNHCR,Caritas Arua Diocese,NGOs: Local,104427,UNHCR partner info
2023,Argentina,ARG,Asistencia humanitaria y orientación social en Bolivia,UNHCR,Caritas Boliviana,NGOs: National,326240,UNHCR partner info
2023,Brazil,BRA,Multisectoral Assistance and Integration,UNHCR,Caritas Brasileira Regional Parana,NGOs: National,89466,UNHCR partner info
2023,Honduras,HND,Redes de Protección en atención a Personas Desplazadas Internas por Violencia,UNHCR,Caritas de Honduras,NGOs: National,108409,UNHCR partner info
2023,Egypt,EGY,"Providing Social & Health Assistance and Protection Services to Refugees and Asylum Seekers in Egypt_Enhancing access to basic needs
and improving socio-economic well-being of refugees in the NC",UNHCR,CARITAS EGYPT,NGOs: National,3768008,UNHCR partner info
2023,Ghana,GHA,Assistance to Refugees and Asylum Seekers in Ghana,UNHCR,Caritas Ghana,NGOs: National,281423,UNHCR partner info
2023,Uganda,UGA,Livelihoods Support through Promoting Rice Development and Commercial farming in Adjumani and Lamwo,UNHCR,CARITAS GULU ARCHDIOCESE,NGOs: Local,103137,UNHCR partner info
2023,South Africa,ZAF,Social Assistance Project for Refugees and Asylum Seekers,UNHCR,Caritas Ile Maurice,NGOs: Local,2100,UNHCR partner info
2023,Jordan,JOR,Provision of Health Care Services for Refugees and Asylum Seekers,UNHCR,CARITAS JORDAN,NGOs: National,675171,UNHCR partner info
2023,Peru,PER,"PROTECCIÓN A PERSONAS REFUGIADAS, SOLICITANTES DE ASILO Y MIGRANTES EN LA REGIÓN MADRE DE DIOS",UNHCR,CARITAS MADRE DE DIOS,NGOs: Local,152685,UNHCR partner info
2023,Poland,POL,Provision of protection and inclusion services,UNHCR,CARITAS POLAND,NGOs: National,2232512,UNHCR partner info
2023,Rwanda,RWA,Graduation pilot Pathways to Economic inclusion and self-reliance of the refugees and host community,UNHCR,CARITAS RWANDA,NGOs: National,1357759,UNHCR partner info
2023,Argentina,ARG,"Fortalecimiento de prevención de VBG, protección de la niñez y del entorno de protección en Bolivia",UNHCR,Caritas Switzerland,NGO: International,248737,UNHCR partner info
2023,Ukraine,UKR,"House repairs in Dnipro, Kherson, Mykolaiv, Zaporizhzhia and Zhytomyr oblasts",UNHCR,Caritas Ukraine,NGOs: National,4554943,UNHCR partner info
2023,Zambia,ZMB,"Enhanced access to education, self-reliance opportunities and economic inclusion",UNHCR,"CARITAS, CZECH REPUBLIC",NGO: International,434397,UNHCR partner info
2023,Zambia,ZMB,Refugee Access to Tertiary Education,UNHCR,"CARITAS, CZECH REPUBLIC",NGO: International,284961,UNHCR partner info
2023,Lebanon,LBN,Strengthening the Protection Environment and Education for Syrian Refugees in South Lebanon,UNHCR,"CARITAS, LEBANON",NGOs: National,1118616,UNHCR partner info
2023,Lebanon,LBN,Strengthening the Protection Environment for Refugees and Asylum seekers in Beirut and Mount Lebanon,UNHCR,"CARITAS, LEBANON",NGOs: National,5907351,UNHCR partner info
2023,Lebanon,LBN,"Protection, Basic Assistance and Education in northern Lebanon",UNHCR,"CARITAS, LEBANON",NGOs: National,2367826,UNHCR partner info
2023,Lebanon,LBN,Strengthening the Protection of Syrian Refugees in Central Bekaa through community outreach and empo,UNHCR,"CARITAS, LEBANON",NGOs: National,490190,UNHCR partner info
2023,Global,Global,Support monitoring of HIS through mobile data collection and mobile technologies,UNHCR,CARTONG,NGO: International,92441,UNHCR partner info
2023,Global,Global,Support monitoring of Livelihoods through mobile data collection and mobile technologies,UNHCR,CARTONG,NGO: International,270967,UNHCR partner info
2023,Global,Global,"Support spatial data, technologies and mapping activities",UNHCR,CARTONG,NGO: International,150000,UNHCR partner info
2023,Honduras,HND,"Fortaleciendo la protección y respuesta integral de NNA, desplazados internamente, en riesgo de desp",UNHCR,CASA ALIANZA,NGOs: National,100221,UNHCR partner info
2023,Argentina,ARG,Capacitacion dirigida a solicitantes de refugio,UNHCR,CASA DE LA MUJER DE LA UNION,NGOs: National,13064,UNHCR partner info
2023,Costa Rica,CRI,Convenio para la prestación de servicios de primer nivel de atención en salud,UNHCR,Casa Maria Auxiliadora,NGOs: National,43850,UNHCR partner info
2023,Mexico,MEX,Promover la integración local de personas reubicadas en Monterrey y atención a personas in situ,UNHCR,"Casa Monarca, Ayuda Humanitaria al Migrante",NGOs: National,333985,UNHCR partner info
2023,Mexico,MEX,Apoyo a Casas de Cuidado Alternativo en Leòn y Silao,UNHCR,Casas de Cuidado Diario Bajio CCDB,NGOs: National,57207,UNHCR partner info
2023,Sudan,SDN,Provision of Hygiene and Sanitation Services to South Sudanese Refugees in White Nile State,UNHCR,CATHOLIC AGENCY FOR OVERSEAS DEVELOPMENT,NGO: International,285698,UNHCR partner info
2023,Nigeria,NGA,Protection and Anti-human Trafficking activities in Cross River and Edo States,UNHCR,Catholic Caritas Foundation of Nigeria,NGOs: National,413636,UNHCR partner info
2023,Nigeria,NGA,Protection and Multi-sectoral Assistance to Refugees and Asylum Seekers in the Northeast,UNHCR,Catholic Caritas Foundation of Nigeria,NGOs: National,158803,UNHCR partner info
2023,Nigeria,NGA,Protection and Multi-sectoral Assistance to People of Concern in the Northeast,UNHCR,Catholic Caritas Foundation of Nigeria,NGOs: National,947626,UNHCR partner info
2023,Nigeria,NGA,Delivery of Protection and Assistance to Refugees and IDP in Benue and Akwa Ibom State,UNHCR,"Catholic Diocese of Makurdi Foundation for Justice, Development and Peace",NGOs: National,981365,UNHCR partner info
2023,Bosnia and Herzegovina,BIH,Ensured socio and economic inclusion for refugee population in need of internat. protection in BiH,UNHCR,"CATHOLIC RELIEF SERVICES USCCB,USA",NGO: International,297697,UNHCR partner info
2023,Egypt,EGY,DAFI Scholarship Programme – Tertiary Education for Refugees,UNHCR,"CATHOLIC RELIEF SERVICES USCCB,USA",NGO: International,1080152,UNHCR partner info
2023,Egypt,EGY,Education Assistance and self-Reliance for Refugees and Asylum Seekers,UNHCR,"CATHOLIC RELIEF SERVICES USCCB,USA",NGO: International,917543,UNHCR partner info
2023,Greece,GRC,"Adama Center, towards meaningful integration in Greek society",UNHCR,"CATHOLIC RELIEF SERVICES USCCB,USA",NGO: International,915311,UNHCR partner info
2023,Global,Global,Mobilizing collective efforts towards a greener and climate smart humanitarian shelter & settlement,UNHCR,"CATHOLIC RELIEF SERVICES USCCB,USA",NGO: International,139922,UNHCR partner info
2023,Indonesia,IDN,Education and Socioeconomic Assistances for Refugees in Greater Jakarta (ESEA),UNHCR,"CATHOLIC RELIEF SERVICES USCCB,USA",NGO: International,1339658,UNHCR partner info
2023,Liberia,LBR,Small Enterprise Development Program - SEDP,UNHCR,"CATHOLIC RELIEF SERVICES USCCB,USA",NGO: International,139394,UNHCR partner info
2023,"Moldova, Republic of",MDA,Support government of Moldova to distribute cash assistance to households affected by UA situation,UNHCR,"CATHOLIC RELIEF SERVICES USCCB,USA",NGO: International,1854127,UNHCR partner info
2023,Burundi,BDI,Distribution des vivres et non vivres dans les camps et aux rapatriés de l’Est,UNHCR,CED - CARITAS BURUNDI,NGOs: National,201327,UNHCR partner info
2023,Serbia,SRB,Strengthening Child Protection and Legal Assistance for Vulnerable Groups in Serbia,UNHCR,Centar za istraživanje i razvoj društva IDEAS,NGOs: National,149516,UNHCR partner info
2023,Serbia,SRB,"Support to Access to Rights, Inclusion and Integration of Refugees and Asylum Seekers in Serbia",UNHCR,Centar za kriznu politiku i reagovanje,NGOs: National,527127,UNHCR partner info
2023,Bangladesh,BGD,Community Empowerment promoted through Livelihoods & Skills Development Initiatives,UNHCR,Center for Natural Resource Studies,NGOs: National,1749927,UNHCR partner info
2023,United States of America,USA,Provision of trainings and consultations for United Stateless (USL) members and allies,UNHCR,"CENTER FOR VICTIMS OF TORTURE, USA",NGO: International,59000,UNHCR partner info
