year,destination_org,country,activity_description,amountUSD,destination_org_type,source_org,data_source
2022,GOAL ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access,333420.57,NGOs: International,WFP,WFP FLA data
2022,HOPE FOR A CHILD IN CHRIST,Zimbabwe,Unconditional resource transfers to support access,133115.99,NGOs: National,WFP,WFP FLA data
2022,LINKAGES FOR ECONOMIC ADVANCEMENT O,Zimbabwe,Unconditional resource transfers to support access to food,512766.33,NGOs: National,WFP,WFP FLA data
2022,LOCAL INITIATIVES AND DEVELOPMENT A,Zimbabwe,Unconditional resource transfers to support access,154266.37,Unknown,WFP,WFP FLA data
2022,MERCY CORPS ZIMBABWE,Zimbabwe,Unconditional resource transfers to support access,510146.7,NGOs: International,WFP,WFP FLA data
2022,MWENEZI DEVELOPMENT TRAINING,Zimbabwe,Unconditional resource,211186.81,NGOs: National,WFP,WFP FLA data
2022,MWENEZI DEVELOPMENT TRAINING,Zimbabwe,Climate adaptation and risk,67778.46,NGOs: National,WFP,WFP FLA data
2022,OXFAM GB,Zimbabwe,Unconditional resource,731399.93,NGOs: International,WFP,WFP FLA data
2022,SNV NETHERLANDS DEVELOPMENT,Zimbabwe,Unconditional resource,39908.49,NGOs: International,WFP,WFP FLA data
2022,TERRE DES HOMMES ITALIA,Zimbabwe,Unconditional resource,57906,NGOs: International,WFP,WFP FLA data
2022,THE INTERNATIONAL MAIZE AND,Zimbabwe,Climate adaptation and risk,498476.39,Other: International,WFP,WFP FLA data
2022,TREE OF LIFE TRUST OF ZIMBABWE,Zimbabwe,Climate adaptation and risk,126253.23,NGOs: National,WFP,WFP FLA data
2023,ALGERIAN RED CRESCENTCROISSANT ROUG,Algeria,School meal activities,57952.57,Red Cross: National,WFP,WFP FLA data
2023,TRIANGLE GENERATION HUMANITAIRE,Algeria,Unconditional resource transfers to support access to food,68370.6,NGOs: International,WFP,WFP FLA data
2023,JOINT AID MANAGEMENT,Angola,Nutrition treatment activities,240942.51,NGOs: National,WFP,WFP FLA data
2023,JOINT AID MANAGEMENT,Angola,Institutional capacity strengthening activities,150150.9,NGOs: National,WFP,WFP FLA data
2023,WORLD VISION INTERNATIONAL ANGOLA,Angola,Unconditional resource transfers to support access to food,132586.28,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION INTERNATIONAL ANGOLA,Angola,School meal activities,683697.4,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION INTERNATIONAL ANGOLA,Angola,Nutrition treatment activities,296920.05,NGOs: International,WFP,WFP FLA data
2023,Armenian National Agrarian Universi,Armenia,Institutional capacity strengthening activities,106692.42,Other: National,WFP,WFP FLA data
2023,New Society Institute NGO of Democr,Armenia,School meal activities,147758.09,Unknown,WFP,WFP FLA data
2023,SOCIAL AND INDUSTRIAL FOODSERVICE I,Armenia,School meal activities,402514,NGOs: International,WFP,WFP FLA data
2023,ACTION CONTRE LA FAIM,Bangladesh,Institutional capacity strengthening activities,71772.57,NGOs: International,WFP,WFP FLA data
2023,CENTER FOR NATURAL RESOURCE STUDIES,Bangladesh,Service provision and platforms activities,349549.51,NGOs: National,WFP,WFP FLA data
2023,CENTER FOR NATURAL RESOURCE STUDIES,Bangladesh,Institutional capacity strengthening activities,25109.99,NGOs: National,WFP,WFP FLA data
2023,CONCERN WORLDWIDE,Bangladesh,Unconditional resource transfers to support access to food,518498.28,NGOs: International,WFP,WFP FLA data
2023,Dhaka Ahsania Mission,Bangladesh,Institutional capacity strengthening activities,28488.79,NGOs: National,WFP,WFP FLA data
2023,Eco-Social Development Organization,Bangladesh,Unconditional resource transfers to support access to food,471754.73,NGOs: National,WFP,WFP FLA data
2023,EUGLENA CO LTD,Bangladesh,Unconditional resource transfers to support access to food,507161.46,Private Organisations: International,WFP,WFP FLA data
2023,GONOSHASTHAYA KENDRA,Bangladesh,Unconditional resource transfers to support access to food,32735.46,NGOs: National,WFP,WFP FLA data
2023,GOOD NEIGHBORS BANGLADESH,Bangladesh,Institutional capacity strengthening activities,60369.81,NGOs: International,WFP,WFP FLA data
2023,GRAM UNNAYON SANGATHON,Bangladesh,Unconditional resource transfers to support access to food,78948.78,NGOs: Local,WFP,WFP FLA data
2023,HELPAGE INTERNATIONAL (HAI) BANGLAD,Bangladesh,Unconditional resource transfers to support access to food,496814.97,NGOs: International,WFP,WFP FLA data
2023,HELVETAS Swiss Intercooperation,Bangladesh,Service provision and platforms activities,193179.97,NGOs: International,WFP,WFP FLA data
2023,N Z EKATA MOHILA SAMITI,Bangladesh,Unconditional resource transfers to support access to food,70828.12,NGOs: Local,WFP,WFP FLA data
2023,National Development Programme,Bangladesh,Institutional capacity strengthening activities,707835.42,NGOs: National,WFP,WFP FLA data
2023,Rangpur Dinajpur Rural Service (RDR,Bangladesh,Institutional capacity strengthening activities,32302.34,NGOs: Local,WFP,WFP FLA data
2023,Resource Integration Centre,Bangladesh,Institutional capacity strengthening activities,21353.74,NGOs: National,WFP,WFP FLA data
2023,Save the Children Federation Inc.,Bangladesh,Unconditional resource transfers to support access to food,615571.55,NGOs: International,WFP,WFP FLA data
2023,Shushilan,Bangladesh,Unconditional resource transfers to support access to food,387515,NGOs: National,WFP,WFP FLA data
2023,Shushilan,Bangladesh,Institutional capacity strengthening activities,46534.4,NGOs: National,WFP,WFP FLA data
2023,SOCIAL ASSISTANCE AND REHABILITATIO,Bangladesh,Unconditional resource transfers to support access to food,799366.4,NGOs: National,WFP,WFP FLA data
2023,STICHTING CORDAID,Bangladesh,Unconditional resource transfers to support access to food,770051.66,NGOs: International,WFP,WFP FLA data
2023,YOUNG POWER IN SOCIAL ACTION,Bangladesh,Unconditional resource transfers to support access to food,500662.6,NGOs: National,WFP,WFP FLA data
2023,CARITAS BENIN,Benin,Unconditional resource transfers to support access to food,45702.14,NGOs: National,WFP,WFP FLA data
2023,CARITAS BENIN,Benin,School meal activities,239357.22,NGOs: National,WFP,WFP FLA data
2023,CARITAS BENIN,Benin,Institutional capacity strengthening activities,20681.48,NGOs: National,WFP,WFP FLA data
2023,CENTRE BENINOIS POUR L'ENVIRONNEMEN,Benin,School meal activities,141858.14,NGOs: National,WFP,WFP FLA data
2023,CENTRE DE RECHERCHE ET D EXPERTISE,Benin,School meal activities,150946.52,NGOs: National,WFP,WFP FLA data
2023,DEDRAS UEEB DEFI MICHEE BENIN,Benin,School meal activities,90788.33,NGOs: National,WFP,WFP FLA data
2023,FEMMES ACTRICES DE DEVELOPPEMENT,Benin,School meal activities,169140.83,NGOs: National,WFP,WFP FLA data
2023,GROUPE D ACTIONS POUR LA SOLIDARITE,Benin,School meal activities,165889.22,NGOs: Local,WFP,WFP FLA data
2023,GROUPE DE RECHERCHE ET D'APPUI AUX,Benin,School meal activities,93763.82,NGOs: National,WFP,WFP FLA data
2023,SIANSON PADEAR,Benin,Unconditional resource transfers to support access to food,29515.46,NGOs: National,WFP,WFP FLA data
2023,SIANSON PADEAR,Benin,School meal activities,143750.15,NGOs: National,WFP,WFP FLA data
2023,SUD NORD ACTIONS,Benin,School meal activities,191678.92,NGOs: National,WFP,WFP FLA data
2023,Association Zood Nooma pour le Dev,Burkina Faso,Unconditional resource transfers to support access to food,437973.97,NGOs: National,WFP,WFP FLA data
2023,ACTED,Burkina Faso,Unconditional resource transfers to support access to food,63283.46,NGOs: International,WFP,WFP FLA data
2023,ACTION CONTRE LE FAIM,Burkina Faso,Unconditional resource transfers to support access to food,22818.49,NGOs: International,WFP,WFP FLA data
2023,ACTION POUR LA PROMOTION DES INITIA,Burkina Faso,Unconditional resource transfers to support access to food,85125.86,NGOs: National,WFP,WFP FLA data
2023,AFDR -Association Formation Develop,Burkina Faso,Unconditional resource transfers to support access to food,28716.03,NGOs: National,WFP,WFP FLA data
2023,ASSOCATION MONDE RURAL     A  M  R,Burkina Faso,Unconditional resource transfers to support access to food,258987.33,NGOs: National,WFP,WFP FLA data
2023,ASSOCATION MONDE RURAL     A  M  R,Burkina Faso,School meal activities,69594.99,NGOs: National,WFP,WFP FLA data
2023,ASSOCATION MONDE RURAL     A  M  R,Burkina Faso,Nutrition treatment activities,49992.95,NGOs: National,WFP,WFP FLA data
2023,ASSOCIATION DES COMMUNICATEURS POUR,Burkina Faso,Unconditional resource transfers to support access to food,39361.04,NGOs: National,WFP,WFP FLA data
2023,ASSOCIATION POUR LA GESTION DE L EN,Burkina Faso,Unconditional resource transfers to support access to food,168151.75,NGOs: National,WFP,WFP FLA data
2023,ASSOCIATION POUR LA PROMOTION DE L,Burkina Faso,Unconditional resource transfers to support access to food,33460.31,NGOs: National,WFP,WFP FLA data
2023,ASSOCIATION POUR LA PROMOTION DE L,Burkina Faso,Nutrition treatment activities,53513.05,NGOs: National,WFP,WFP FLA data
2023,Association pour le Developpement d,Burkina Faso,Unconditional resource transfers to support access to food,42231.61,NGOs: National,WFP,WFP FLA data
2023,ASSOCIATION SOS / JEUNESSE ET DEFIS,Burkina Faso,Unconditional resource transfers to support access to food,203556.17,NGOs: National,WFP,WFP FLA data
2023,Association Tin Tua,Burkina Faso,Unconditional resource transfers to support access to food,286962.75,NGOs: National,WFP,WFP FLA data
2023,ASSOCIATION VISION ACTION DEVELOPPE,Burkina Faso,Unconditional resource transfers to support access to food,456051.35,NGOs: National,WFP,WFP FLA data
2023,Burkina Vert,Burkina Faso,Unconditional resource transfers to support access to food,30086.93,NGOs: National,WFP,WFP FLA data
2023,Conseil Regional des Unions du Sahe,Burkina Faso,Unconditional resource transfers to support access to food,106658.54,NGOs: National,WFP,WFP FLA data
2023,INTERSOS ONG,Burkina Faso,Unconditional resource transfers to support access to food,394325.08,NGOs: International,WFP,WFP FLA data
2023,LVIA,Burkina Faso,Nutrition treatment activities,59963.94,NGOs: International,WFP,WFP FLA data
2023,MWANGAZA ACTION,Burkina Faso,Nutrition treatment activities,59753.68,NGOs: National,WFP,WFP FLA data
2023,ORGANISATION CATHOLIQUE POUR LE,Burkina Faso,Unconditional resource transfers to support access to food,188247.69,NGOs: National,WFP,WFP FLA data
2023,ORGANISATION CATHOLIQUE POUR LE DEV,Burkina Faso,Unconditional resource transfers to support access to food,35442.72,NGOs: National,WFP,WFP FLA data
2023,PANAFRICARE,Burkina Faso,Unconditional resource transfers to support access to food,163571.77,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL BURKINA FASO,Burkina Faso,Unconditional resource transfers to support access to food,110335.09,NGOs: International,WFP,WFP FLA data
2023,RESEAU INTERNATIONAL DES GROUPES D,Burkina Faso,Unconditional resource transfers to support access to food,121265.21,NGOs: International,WFP,WFP FLA data
2023,RESEAU INTERNATIONAL DES GROUPES D,Burkina Faso,Nutrition treatment activities,104939.87,NGOs: International,WFP,WFP FLA data
2023,WE WORLD - GRUPPO DI VOLONTARIATO,Burkina Faso,Unconditional resource transfers to support access to food,743863.65,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION INTERNATIONAL,Burkina Faso,Unconditional resource transfers to support access to food,40167.53,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION INTERNATIONAL,Burkina Faso,Nutrition treatment activities,34081.56,NGOs: International,WFP,WFP FLA data
2023,CARITAS BURUNDI,Burundi,Unconditional resource transfers to support access to food,308491.43,NGOs: National,WFP,WFP FLA data
2023,CARITAS BURUNDI,Burundi,,50198.23,NGOs: National,WFP,WFP FLA data
2023,CARITAS BURUNDI,Burundi,Malnutrition prevention activities,43870.69,NGOs: National,WFP,WFP FLA data
2023,CONCERN WORLDWIDE -BUJUMBURA,Burundi,Malnutrition prevention activities,249958.18,NGOs: International,WFP,WFP FLA data
2023,CROIX ROUGE DU BURUNDI,Burundi,Unconditional resource transfers to support access to food,137796.37,Red Cross: National,WFP,WFP FLA data
2023,CROIX ROUGE DU BURUNDI,Burundi,Institutional capacity strengthening activities,51725.81,Red Cross: National,WFP,WFP FLA data
2023,Groupe de Volontariat Civil (GVC),Burundi,Malnutrition prevention activities,91220.87,NGOs: International,WFP,WFP FLA data
2023,INTERNATIONAL LIFELINE FUND,Burundi,School meal activities,32677.07,NGOs: International,WFP,WFP FLA data
2023,Stichting International Red Cross R,Burundi,Institutional capacity strengthening activities,27420,Red Cross: International,WFP,WFP FLA data
2023,VETERINAIRES SANS FRONTIERES BELGIQ,Burundi,Malnutrition prevention activities,68155.44,NGOs: International,WFP,WFP FLA data
2023,WELTHUNGERHLIFE - AGRO ACTIVE ALLEM,Burundi,School meal activities,137024.21,NGOs: International,WFP,WFP FLA data
2023,WELTHUNGERHLIFE - AGRO ACTIVE ALLEM,Burundi,Institutional capacity strengthening activities,26144.08,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION INTERNATIONAL BURUNDI,Burundi,School meal activities,220523.48,NGOs: International,WFP,WFP FLA data
2023,WORLD VISION INTERNATIONAL BURUNDI,Burundi,Institutional capacity strengthening activities,73621.31,NGOs: International,WFP,WFP FLA data
2023,HELEN KELLER INTERNATIONAL,Cambodia,School meal activities,34186,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL CAMBODIA,Cambodia,School meal activities,185730.4,NGOs: International,WFP,WFP FLA data
2023,THE WORLD EDUCATION CAMBODIA,Cambodia,School meal activities,155598.39,NGOs: National,WFP,WFP FLA data
2023,WORLD VISION INC,Cambodia,School meal activities,329234.7,NGOs: International,WFP,WFP FLA data
2023,ACTION POUR LA PROMOTION DE LA SANT,Cameroon,Unconditional resource transfers to support access to food,42524.96,NGOs: National,WFP,WFP FLA data
2023,ADVENTIST DEVELOPMENT AND RELIEF AG,Cameroon,Unconditional resource transfers to support access to food,193707.55,NGOs: International,WFP,WFP FLA data
2023,African Initiatives for relief and,Cameroon,Unconditional resource transfers to support access to food,109969.46,NGO: International,WFP,WFP FLA data
2023,ASSOCIATION D'ASSISTANCE AU DEVELOP,Cameroon,Unconditional resource transfers to support access to food,65609.93,NGOs: National,WFP,WFP FLA data
2023,ASSOCIATION EDUCATION FIGHTS AIDS,Cameroon,Unconditional resource transfers to support access to food,156298.65,NGOs: National,WFP,WFP FLA data
2023,ASSOCIATION EDUCATION FIGHTS AIDS,Cameroon,Individual capacity strengthening activities,36040.04,NGOs: National,WFP,WFP FLA data
2023,CARITAS DIOCESE OF KUMBA,Cameroon,Unconditional resource transfers to support access to food,194685.7,NGOs: Local,WFP,WFP FLA data
2023,CARITAS OF THE DIOCESE OF MAMFE,Cameroon,Unconditional resource transfers to support access to food,243481.05,NGOs: Local,WFP,WFP FLA data
2023,COMMUNITY INITIATIVE FOR SUSTAINABL,Cameroon,Unconditional resource transfers to support access to food,147040.95,NGOs: National,WFP,WFP FLA data
2023,INTERNATIONAL MEDICAL CORPS (IMC UK,Cameroon,Malnutrition prevention activities,137423.7,NGOs: International,WFP,WFP FLA data
2023,INTERSOS HUMANITARIAN ORGANIZATION,Cameroon,Unconditional resource transfers to support access to food,621363.94,NGOs: International,WFP,WFP FLA data
2023,LUTHER KING JR MEMORIAL FOUNDATION,Cameroon,Unconditional resource transfers to support access to food,138691.07,NGOs: National,WFP,WFP FLA data
2023,PLAN INTERNATIONAL CAMEROON,Cameroon,Unconditional resource transfers to support access to food,393618.46,NGOs: International,WFP,WFP FLA data
2023,PLAN INTERNATIONAL CAMEROON,Cameroon,Malnutrition prevention activities,307447.33,NGOs: International,WFP,WFP FLA data
2023,PROMOTEURS ASSOCIES DU LOGONE PAL,Cameroon,Unconditional resource transfers to support access to food,46481.07,Unknown,WFP,WFP FLA data
2023,PROMOTEURS ASSOCIES DU LOGONE PAL,Cameroon,,26797.18,Unknown,WFP,WFP FLA data
2023,Provulfa,Cameroon,Unconditional resource transfers to support access to food,181428.43,NGOs: National,WFP,WFP FLA data
2023,Provulfa,Cameroon,Service provision and platforms activities,79849.74,NGOs: National,WFP,WFP FLA data
2023,SOCIAL WELFARE CARITAS KUMBO,Cameroon,Unconditional resource transfers to support access to food,144579.47,NGOs: Local,WFP,WFP FLA data
2023,STRATEGIC HUMANITARIAN SERVICES CAM,Cameroon,Unconditional resource transfers to support access to food,89227.74,NGOs: National,WFP,WFP FLA data
2023,ACTION HUMANITAIRE POUR LE DEVELOPP,Chad,Unconditional resource transfers to support access to food,76412.94,NGOs: National,WFP,WFP FLA data
2023,ACTION HUMANITAIRE POUR LE DEVELOPP,Chad,School meal activities,118010.29,NGOs: National,WFP,WFP FLA data
2023,ACTION HUMANITAIRE POUR LE DEVELOPP,Chad,Malnutrition prevention activities,71300.22,NGOs: National,WFP,WFP FLA data
2023,ACTION POUR LA PROMOTION DE L ELEVA,Chad,Nutrition treatment activities,103194.96,NGOs: National,WFP,WFP FLA data
2023,ACTION POUR LA PROMOTION DE L ELEVA,Chad,Malnutrition prevention activities,33566.31,NGOs: National,WFP,WFP FLA data
2023,AGENCE D AIDE A LA COOPERATION TECH,Chad,Unconditional resource transfers to support access to food,796247.18,NGOs: International,WFP,WFP FLA data
2023,Agence de Developpement Economique,Chad,Malnutrition prevention activities,38521.65,NGO: International,WFP,WFP FLA data
